state_info;pat_type;prev_order;cur_order;NCount;ECount;Density;I;DL;IC_ssg;AD;IC_dssg;IC_dsimp;la;sumPOS;expectedEdges;NL;kws;nw;minPOS
0;add;;26;4;5;0.8333333333333334;0.4549740983710109;25.770469091719356;18.17809200614615;0.0;26.225443190090367;0.0;5.7671022266;0.09241852873304446;0.0;[156, 67, 155, 95];5;6;inf
0;add;;27;4;5;0.8333333333333334;0.4549740983710109;25.770469091719356;18.17809200614615;0.0;26.225443190090367;0.0;5.7671022266;0.09241852873304446;0.0;[211, 45, 210, 133];5;6;inf
0;add;;28;4;5;0.8333333333333334;0.4549740983710109;25.770469091719356;18.17809200614615;0.0;26.225443190090367;0.0;5.7671022266;0.09241852873304446;0.0;[250, 44, 228, 242];5;6;inf
0;add;;29;4;5;0.8333333333333334;0.4549740983710109;25.770469091719356;18.17809200614615;0.0;26.225443190090367;0.0;5.7671022266;0.09241852873304446;0.0;[273, 21, 186, 72];5;6;inf
0;add;;30;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[101, 102, 130, 106, 148];7;10;inf
0;add;;31;4;5;0.8333333333333334;0.4549740983710038;25.770469091719356;18.17809200614615;0.0;26.22544319009036;0.0;5.7671022266;0.09241852873304446;0.0;[63, 64, 114, 115];5;6;inf
1;add;;32;7;18;0.8571428571428571;54.87272337072238;41.14079114284428;66.55149688073011;0.0;96.01351451356666;0.0;5.9494237834;0.32346485056565555;0.0;[17, 138, 16, 221, 261, 197, 137];18;21;inf
1;merge;[2, 13];33;19;50;0.29239766081871343;45.3588411520447;20.066787223719054;0.0;0.0;65.42562837576375;0.0;3.273896774;0.0;0.0;[29, 56, 57, 76, 77, 78, 83, 131, 160, 162, 174, 175, 177, 180, 185, 190, 205, 219, 220];50;171;inf
1;add;;34;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304444;0.0;[23, 282, 274, 118];6;6;inf
2;add;;35;7;20;0.9523809523809523;74.30969980289018;39.555828642123124;79.45894247200572;0.0;113.8655284450133;0.0;6.2364964712;0.32346485056565555;0.0;[25, 70, 154, 71, 166, 152, 74];20;21;inf
2;add;;36;13;47;0.6025641025641025;135.96780450691801;72.08074405331755;144.20826485411612;0.0;208.04854856023556;0.0;4.5738247114;1.2014408735295776;0.0;[225, 218, 217, 5, 297, 111, 133, 228, 11, 88, 229, 215, 17];47;78;inf
2;add;;37;9;27;0.75;81.63673543233665;51.91599334383461;92.57169740729017;0.0;133.55272877617125;0.0;5.2562766028;0.5545111723982666;0.0;[10, 144, 275, 291, 268, 165, 267, 234, 279];27;36;inf
2;add;;38;6;14;0.9333333333333333;43.801136516871885;34.96070879198853;54.766194217688735;0.0;78.76184530886042;0.0;6.2364964712;0.2310463218326111;0.0;[59, 97, 173, 99, 71, 98];14;15;inf
2;update;0;39;11;18;0.32727272727272727;32.338428652343644;13.705300655493714;0.0;0.0;46.04372930783736;0.0;3.4371181594;0.0;0.0;[2, 6, 7, 27, 41, 65, 75, 84, 91, 100, 106];18;55;inf
2;merge;[1, 38];40;12;40;0.6060606060606061;31.40222305726111;16.518215102893215;0.0;0.0;47.920438160154326;0.0;4.5884472303;0.0;0.0;[59, 71, 72, 97, 98, 99, 125, 169, 173, 176, 187, 195];40;66;inf
2;merge;[5, 35];41;12;40;0.6060606060606061;26.83310326183299;16.37382519355804;0.0;0.0;43.20692845539103;0.0;4.5634618639;0.0;0.0;[1, 20, 21, 25, 26, 70, 71, 74, 152, 154, 166, 270];40;66;inf
2;merge;[4, 9];42;11;14;0.2545454545454545;21.008438611904097;16.87893438658999;0.0;0.0;37.88737299849409;0.0;3.0831495771;0.0;0.0;[135, 136, 140, 143, 171, 201, 204, 257, 264, 272, 277];14;55;inf
2;add;;43;5;9;0.9;19.143187086879074;30.36558894185395;34.32337857443584;0.0;49.508776028733024;0.0;6.2364964712;0.15403088122174075;0.0;[28, 100, 85, 31, 114];9;10;inf
2;add;;44;5;9;0.9;19.143187086879074;30.36558894185395;34.32337857443584;0.0;49.508776028733024;0.0;6.2364964712;0.15403088122174075;0.0;[49, 183, 48, 58, 117];9;10;inf
2;add;;45;7;17;0.8095238095238095;46.13277495684658;41.555828642123124;60.781108351864525;0.0;87.6886035989697;0.0;5.6045832971;0.32346485056565544;0.0;[130, 127, 102, 79, 101, 80, 270];17;21;inf
2;add;;46;5;9;0.9;19.143187086879074;30.36558894185395;34.32337857443584;0.0;49.508776028733024;0.0;6.2364964712;0.15403088122174075;0.0;[18, 133, 211, 248, 45];9;10;inf
2;add;;47;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304446;0.0;[13, 174, 123, 82];6;6;inf
2;add;;48;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304446;0.0;[33, 262, 34, 202];6;6;inf
2;add;;49;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304444;0.0;[19, 225, 223, 103];6;6;inf
2;add;;50;5;8;0.8;9.625012413330694;31.36558894185395;28.412519758802908;0.0;40.990601355184644;0.0;5.5439586753;0.15403088122174075;0.0;[37, 35, 31, 2, 120];8;10;inf
2;merge;[37, 42];51;20;60;0.3157894736842105;0.4729199610096231;18.97764672153052;0.0;0.0;19.450566682540142;0.0;3.3844744259;0.0;0.0;[10, 135, 136, 140, 143, 144, 165, 171, 201, 204, 234, 257, 264, 267, 268, 272, 275, 277, 279, 291];60;190;inf
2;add;;52;4;5;0.8333333333333334;0.4549740983710038;25.770469091719356;18.17809200614615;0.0;26.22544319009036;0.0;5.7671022266;0.09241852873304446;0.0;[39, 71, 38, 92];5;6;inf
2;add;;53;4;5;0.8333333333333334;0.4549740983710038;25.770469091719356;18.178092006146155;0.0;26.22544319009036;0.0;5.7671022266;0.09241852873304444;0.0;[9, 171, 149, 292];5;6;inf
2;add;;54;4;5;0.8333333333333334;0.45497409837100733;25.770469091719356;18.17809200614615;0.0;26.225443190090363;0.0;5.7671022266;0.09241852873304446;0.0;[0, 26, 153, 80];5;6;inf
3;add;;55;7;18;0.8571428571428571;54.87272337072238;41.14079114284428;66.55149688073011;0.0;96.01351451356666;0.0;5.9494237834;0.32346485056565555;0.0;[16, 64, 15, 69, 60, 116, 113];18;21;inf
3;add;;56;5;9;0.9;14.898216912808223;30.36558894185395;24.39419469434967;0.0;45.26380585466217;0.0;6.2364964712;0.465900520368445;0.0;[46, 90, 41, 7, 47];9;10;inf
3;add;;57;7;14;0.6666666666666666;22.798280033559962;42.36318356418073;45.16648477393346;0.0;65.16146359774069;0.0;4.8508114947;0.32346485056565555;0.0;[11, 88, 228, 217, 43, 242, 218];14;21;inf
3;shrink;33;33;11;18;0.32727272727272727;6.9138005142647145;34.42962309613589;0.0;0.0;41.343423610400606;0.0;3.4371181594;0.0;0.0;[56, 57, 76, 77, 78, 83, 160, 162, 174, 180, 205];18;55;inf
3;add;;59;4;5;0.8333333333333334;0.4549740983710109;25.770469091719356;18.17809200614615;0.0;26.225443190090367;0.0;5.7671022266;0.09241852873304446;0.0;[6, 69, 36, 126];5;6;inf
3;add;;60;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[24, 101, 74, 150, 151];7;10;inf
3;add;;61;4;6;1.0;5.088243870362664;25.770469091719356;16.184321026116777;0.0;30.85871296208202;0.0;6.2364964712;0.4042881678797487;0.0;[6, 107, 96, 106];6;6;inf
4;add;;62;5;10;1.0;28.14054961840084;30.36558894185395;41.73187262251587;0.0;58.50613856025479;0.0;6.2364964712;0.15403088122174075;0.0;[5, 111, 215, 17, 112];10;10;inf
4;add;;63;8;24;0.8571428571428571;81.86707085916451;46.15094849225771;88.73532917430683;0.0;128.01801935142223;0.0;5.9494237834;0.43128646742087406;0.0;[54, 245, 134, 86, 285, 55, 224, 246];24;28;inf
4;add;;64;5;10;1.0;28.14054961840084;30.36558894185395;41.73187262251587;0.0;58.50613856025479;0.0;6.2364964712;0.15403088122174075;0.0;[12, 225, 221, 261, 258];10;10;inf
4;add;;65;5;10;1.0;28.14054961840084;30.36558894185395;41.73187262251587;0.0;58.50613856025479;0.0;6.2364964712;0.15403088122174075;0.0;[125, 71, 169, 173, 99];10;10;inf
4;add;;66;5;10;1.0;28.14054961840084;30.36558894185395;41.73187262251587;0.0;58.50613856025479;0.0;6.2364964712;0.15403088122174075;0.0;[30, 301, 177, 208, 175];10;10;inf
4;add;;67;7;21;1.0;57.83724128998684;39.555828642123124;47.42818424579926;0.0;97.39306993210997;0.0;6.2364964712;2.194682685445881;0.0;[90, 40, 75, 28, 27, 91, 84];21;21;inf
4;add;;68;5;9;0.9;19.143187086879074;30.36558894185395;34.32337857443584;0.0;49.508776028733024;0.0;6.2364964712;0.15403088122174075;0.0;[13, 42, 231, 123, 107];9;10;inf
4;add;;69;5;10;1.0;28.14054961840084;30.36558894185395;41.73187262251588;0.0;58.50613856025479;0.0;6.2364964712;0.15403088122174066;0.0;[3, 116, 120, 129, 93];10;10;inf
4;merge;[31, 55];70;10;26;0.5777777777777777;8.527336968239112;16.580276071025473;0.0;0.0;25.107613039264585;0.0;4.471321873;0.0;0.0;[15, 16, 60, 63, 64, 69, 113, 114, 115, 116];26;45;inf
4;merge;[44, 65];71;10;22;0.4888888888888889;8.221399793271527;16.735616279921185;0.0;0.0;24.95701607319271;0.0;4.1132125516;0.0;0.0;[48, 49, 58, 71, 99, 117, 125, 169, 173, 183];22;45;inf
4;merge;[43, 56];72;10;11;0.24444444444444444;7.278295017156747;17.173986283030654;0.0;0.0;24.4522813001874;0.0;2.6432176972;0.0;0.0;[7, 28, 31, 41, 46, 47, 85, 90, 100, 114];11;45;inf
4;merge;[33, 59];73;15;43;0.4095238095238095;3.416613726680673;17.909475218888936;0.0;0.0;21.32608894556961;0.0;3.7917300448;0.0;0.0;[6, 36, 56, 57, 69, 76, 77, 78, 83, 126, 160, 162, 174, 180, 205];43;105;inf
4;merge;[46, 57];74;12;18;0.2727272727272727;1.7026841502332033;17.25834797613811;0.0;0.0;18.961032126371315;0.0;3.1768350612;0.0;0.0;[11, 18, 43, 45, 88, 133, 211, 217, 218, 228, 242, 248];18;66;inf
5;update;67;75;7;7;0.3333333333333333;27.587566913576694;11.817775384752126;0.0;0.0;39.40534229832882;0.0;2.0916526769;0.0;0.0;[27, 28, 40, 75, 84, 90, 91];7;21;inf
5;add;;76;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304446;0.0;[20, 26, 108, 21];6;6;inf
5;add;;77;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[0, 1, 278, 317, 21];7;10;inf
5;add;;78;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[5, 104, 216, 4, 215];7;10;inf
6;add;;79;9;23;0.6388888888888888;52.349607718478325;52.44650806053339;72.63913218585554;0.0;104.79611577901171;0.0;4.7282091726;0.5545111723982666;0.0;[19, 17, 242, 297, 261, 248, 112, 228, 258];23;36;inf
6;shrink;70;70;6;8;0.5333333333333333;8.678949521116152;21.603129291811875;0.0;0.0;30.282078812928027;0.0;4.2911957068;0.0;0.0;[15, 16, 60, 64, 113, 115];8;15;inf
6;add;;81;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[10, 121, 234, 292, 149];7;10;inf
6;add;;82;4;5;0.8333333333333334;0.4549740983710038;25.770469091719356;18.17809200614615;0.0;26.22544319009036;0.0;5.7671022266;0.09241852873304446;0.0;[28, 113, 35, 36];5;6;inf
6;shrink;69;69;3;2;0.6666666666666666;0.13971462788119204;13.644465046479306;0.0;0.0;13.784179674360498;0.0;4.8508114947;0.0;0.0;[116, 120, 129];2;3;inf
7;add;;84;14;51;0.5604395604395604;140.8661684644744;77.04359568795263;151.04353863873743;0.0;217.90976415242704;0.0;4.4006104928;1.4016810191178408;0.0;[25, 320, 101, 21, 154, 151, 166, 150, 73, 127, 70, 270, 80, 130];51;91;inf
7;add;;85;7;19;0.9047619047619048;61.59232708728417;40.555828642123124;67.74166850577471;0.0;102.14815572940729;0.0;6.2364964712;0.4205062275888617;0.0;[3, 126, 107, 47, 27, 93, 75];19;21;inf
7;add;;86;15;49;0.4666666666666667;109.47804139881514;82.12414236525744;132.80851346519538;0.0;191.60218376407258;0.0;4.0241329215;1.6173242528282779;0.0;[267, 280, 264, 201, 304, 171, 144, 271, 291, 300, 257, 268, 143, 140, 204];49;105;inf
7;merge;[78, 79];87;14;52;0.5714285714285714;49.73524980523564;16.29582268155677;0.0;0.0;66.03107248679241;0.0;4.4453463866;0.0;0.0;[4, 5, 17, 19, 104, 112, 215, 216, 228, 242, 248, 258, 261, 297];52;91;inf
7;merge;[77, 84];88;18;72;0.47058823529411764;28.6570756503208;17.15762538763675;0.0;0.0;45.81470103795755;0.0;4.0398812785;0.0;0.0;[0, 1, 21, 25, 70, 73, 80, 101, 127, 130, 150, 151, 154, 166, 270, 278, 317, 320];72;153;inf
7;add;;89;5;10;1.0;28.14054961840084;30.36558894185395;41.73187262251587;0.0;58.50613856025479;0.0;6.2364964712;0.15403088122174075;0.0;[28, 276, 236, 110, 251];10;10;inf
7;add;;90;8;20;0.7142857142857143;49.27356598869345;47.15094849225771;66.8363803493329;0.0;96.42451448095116;0.0;5.073955046;0.43128646742087406;0.0;[12, 292, 103, 105, 217, 225, 248, 218];20;28;inf
7;merge;[87, 90];91;21;113;0.5380952380952381;135.05885602647413;17.61033330488165;0.0;0.0;152.66918933135577;0.0;4.3103411544;0.0;0.0;[4, 5, 12, 17, 19, 103, 104, 105, 112, 215, 216, 217, 218, 225, 228, 242, 248, 258, 261, 292, 297];113;210;inf
7;add;;92;6;13;0.8666666666666667;30.503038130136837;35.96070879198853;41.4129646194412;0.0;66.46374692212537;0.0;5.9562290821;0.3959239731604788;0.0;[3, 46, 96, 84, 41, 120];13;15;inf
7;add;;93;5;9;0.9;19.143187086879074;30.36558894185395;34.32337857443584;0.0;49.508776028733024;0.0;6.2364964712;0.15403088122174075;0.0;[16, 126, 63, 35, 100];9;10;inf
7;add;;94;10;30;0.6666666666666666;82.38362892130894;57.24807878813541;96.7853245155717;0.0;139.63170770944436;0.0;4.8508114947;0.6931389654978333;0.0;[175, 160, 177, 178, 180, 219, 190, 232, 208, 286];30;45;inf
7;add;;95;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304444;0.0;[6, 65, 36, 7];6;6;inf
7;add;;96;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304446;0.0;[8, 10, 111, 315];6;6;inf
7;add;;97;6;10;0.6666666666666666;9.261265682938884;37.2826368868759;32.2617748385239;0.0;46.54390256981478;0.0;4.8508114947;0.23104632183261112;0.0;[14, 55, 134, 42, 13, 123];10;15;inf
7;merge;[70, 82];98;9;23;0.6388888888888888;8.04478219636523;15.518215102893219;0.0;0.0;23.56299729925845;0.0;4.6838987261;0.0;0.0;[15, 16, 28, 35, 36, 60, 64, 113, 115];23;36;inf
7;merge;[61, 75];99;11;21;0.38181818181818183;3.836313734108458;16.60884522322224;0.0;0.0;20.445158957330698;0.0;3.4174102464;0.0;0.0;[6, 27, 28, 40, 75, 84, 90, 91, 96, 106, 107];21;55;inf
7;merge;[93, 98];100;12;39;0.5909090909090909;2.9124259387989113;16.115805211942124;0.0;0.0;19.028231150741036;0.0;4.5024534672;0.0;0.0;[15, 16, 28, 35, 36, 60, 63, 64, 100, 113, 115, 126];39;66;inf
7;add;;101;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[4, 166, 251, 35, 81];7;10;inf
9;add;;102;7;20;0.9523809523809523;74.30969980289018;39.555828642123124;79.45894247200572;0.0;113.8655284450133;0.0;6.2364964712;0.32346485056565555;0.0;[82, 126, 81, 162, 185, 301, 276];20;21;inf
9;add;;103;5;9;0.9;19.143187086879074;30.36558894185395;34.32337857443584;0.0;49.508776028733024;0.0;6.2364964712;0.15403088122174075;0.0;[17, 258, 228, 12, 261];9;10;inf
9;add;;104;5;9;0.9;19.143187086879074;30.36558894185395;34.32337857443584;0.0;49.508776028733024;0.0;6.2364964712;0.15403088122174075;0.0;[3, 65, 100, 47, 96];9;10;inf
9;add;;105;5;9;0.9;19.143187086879074;30.36558894185395;34.32337857443584;0.0;49.508776028733024;0.0;6.2364964712;0.15403088122174075;0.0;[16, 138, 197, 137, 183];9;10;inf
9;add;;106;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304446;0.0;[10, 171, 280, 234];6;6;inf
9;add;;107;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304446;0.0;[19, 223, 17, 248];6;6;inf
9;merge;[99, 100];108;22;45;0.19480519480519481;2.6329478389618437;17.424048391718696;0.0;0.0;20.05699623068054;0.0;2.6935980646;0.0;0.0;[6, 15, 16, 27, 28, 35, 36, 40, 60, 63, 64, 75, 84, 90, 91, 96, 100, 106, 107, 113, 115, 126];45;231;inf
9;add;;109;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[1, 21, 270, 320, 0];7;10;inf
9;add;;110;4;5;0.8333333333333334;0.4549740983710038;25.770469091719356;18.17809200614615;0.0;26.22544319009036;0.0;5.7671022266;0.09241852873304446;0.0;[14, 93, 42, 55];5;6;inf
10;merge;[102, 110];111;11;27;0.4909090909090909;22.421238826064318;14.955278908502061;0.0;0.0;37.37651773456638;0.0;4.12129667;0.0;0.0;[14, 42, 55, 81, 82, 93, 126, 162, 185, 276, 301];27;55;inf
11;add;;112;11;33;0.6;83.37567175101093;62.39573966129878;101.04104282668625;0.0;145.7714114123097;0.0;4.5631294223;0.8471698467195741;0.0;[8, 315, 141, 10, 304, 149, 286, 312, 298, 299, 306];33;55;inf
11;merge;[106, 112];113;14;43;0.4725274725274725;10.194144688409489;14.080809790585922;0.0;0.0;24.27495447899541;0.0;4.047663419;0.0;0.0;[8, 10, 141, 149, 171, 234, 280, 286, 298, 299, 304, 306, 312, 315];43;91;inf
11;add;;114;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[13, 123, 134, 311, 42];7;10;inf
13;add;;115;20;95;0.5;278.2257452744277;105.86224230220375;266.2295056756854;0.0;384.08798757663146;0.0;4.1576643142;2.9265867432130745;0.0;[171, 271, 291, 141, 280, 267, 312, 304, 286, 135, 279, 290, 201, 264, 300, 143, 272, 268, 204, 292];95;190;inf
13;add;;116;9;25;0.6944444444444444;66.58961041767029;52.205499961029595;82.3424958233033;0.0;118.79511037869989;0.0;4.9786448662;0.5545111723982666;0.0;[179, 59, 72, 48, 172, 183, 230, 186, 195];25;36;inf
13;add;;117;5;10;1.0;28.14054961840084;30.36558894185395;41.73187262251587;0.0;58.50613856025479;0.0;6.2364964712;0.15403088122174075;0.0;[4, 302, 112, 248, 17];10;10;inf
13;add;;118;8;18;0.6428571428571429;34.7945235954388;47.47287658714507;57.02341648855474;0.0;82.26740018258387;0.0;4.7454509791;0.43128646742087406;0.0;[10, 234, 8, 315, 22, 111, 302, 292];18;28;inf
13;add;;119;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[23, 161, 22, 157, 163];7;10;inf
13;add;;120;6;12;0.8;24.940230740067285;36.54567129270969;42.618779638204366;0.0;61.48590203277698;0.0;5.5439586753;0.23104632183261112;0.0;[32, 106, 31, 47, 114, 93];12;15;inf
13;add;;121;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304446;0.0;[206, 253, 295, 207];6;6;inf
13;add;;122;4;6;1.0;9.333214044433511;25.770469091719356;25.03912357350952;0.0;35.10368313615287;0.0;6.2364964712;0.09241852873304446;0.0;[176, 315, 125, 99];6;6;inf
14;add;;123;5;9;0.9;19.143187086879074;30.36558894185395;34.32337857443584;0.0;49.508776028733024;0.0;6.2364964712;0.15403088122174075;0.0;[3, 120, 27, 114, 85];9;10;inf
14;add;;124;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[1, 0, 278, 317, 130];7;10;inf
14;add;;125;4;5;0.8333333333333334;0.4549740983710109;25.770469091719356;18.17809200614615;0.0;26.225443190090367;0.0;5.7671022266;0.09241852873304446;0.0;[7, 84, 47, 3];5;6;inf
15;add;;126;12;45;0.6818181818181818;144.91723606246552;66.92374531557483;146.83697896924053;0.0;211.84098137804037;0.0;4.9198043662;1.016603816063489;0.0;[8, 143, 165, 271, 284, 304, 280, 300, 144, 275, 141, 132];45;66;inf
15;add;;127;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174075;0.0;[30, 102, 208, 181, 174];7;10;inf
15;add;;128;5;7;0.7;1.448180181448592;31.950551442575104;23.15023665947031;0.0;33.398731624023696;0.0;5.0049621746;0.15403088122174072;0.0;[8, 312, 286, 171, 140];7;10;inf
15;add;;129;4;5;0.8333333333333334;0.45497409837100733;25.770469091719356;18.178092006146155;0.0;26.225443190090363;0.0;5.7671022266;0.09241852873304444;0.0;[12, 225, 261, 258];5;6;inf
